Date,Name,Status,Project,Count
8/28/2018,Jeremy Hanna,Patch Available,Cassandra,1
8/29/2018,Benedict,Patch Available,Cassandra,1
8/29/2018,Chris Lohfink,Patch Available,Cassandra,1
8/29/2018,Dinesh Joshi,Patch Available,Cassandra,1
8/29/2018,Jeff Jirsa,Open,Cassandra,1
8/29/2018,Jeff Jirsa,Patch Available,Cassandra,1
8/29/2018,Jeremiah Jordan,Open,Cassandra,1
8/29/2018,Jeremiah Jordan,Resolved,Cassandra,1
8/29/2018,Rama Krishna,Open,Cassandra,1
8/29/2018,Sam Tunnicliffe,Resolved,Cassandra,1
8/29/2018,Shichao An,Resolved,Cassandra,1
8/29/2018,Stefan Podkowinski,Open,Cassandra,1
8/29/2018,Stefan Podkowinski,Resolved,Cassandra,1
8/30/2018,Branimir Lambov,Ready to Commit,Cassandra,1
8/30/2018,Jason Brown,Ready to Commit,Cassandra,1
8/30/2018,Jeremy Hanna,Open,Cassandra,1
8/30/2018,No User,Ready to Commit,Cassandra,1
8/30/2018,Robert Stupp,Patch Available,Cassandra,1
8/30/2018,Robert Stupp,Ready to Commit,Cassandra,1
8/30/2018,Robert Stupp,Resolved,Cassandra,1
8/30/2018,Shaurya Gupta,Open,Cassandra,1
8/31/2018,Aleksey Yeschenko,Open,Cassandra,1
8/31/2018,Jeff Jirsa,Open,Cassandra,1
8/31/2018,Jeremy Hanna,Open,Cassandra,1
9/3/2018,Cyril Scetbon,Resolved,Cassandra,1
9/3/2018,Kurt Greaves,Patch Available,Cassandra,1
9/3/2018,Sam Tunnicliffe,Resolved,Cassandra,1
9/4/2018,Sam Tunnicliffe,Patch Available,Cassandra,1
9/5/2018,Alex Petrov,Resolved,Cassandra,1
9/5/2018,Ariel Weisberg,Ready to Commit,Cassandra,1
9/5/2018,Ariel Weisberg,Resolved,Cassandra,1
9/5/2018,Benedict,Open,Cassandra,1
9/5/2018,Benedict,Patch Available,Cassandra,1
9/5/2018,Blake Eggleston,Patch Available,Cassandra,1
9/5/2018,Chris Lohfink,Open,Cassandra,1
9/5/2018,Jeff Jirsa,Open,Cassandra,1
9/5/2018,Jeremy Hanna,Patch Available,Cassandra,1
9/5/2018,Michael Shuler,Patch Available,Cassandra,1
9/5/2018,Stefan Podkowinski,Patch Available,Cassandra,1
9/5/2018,mck,Resolved,Cassandra,1
9/6/2018,Alex Petrov,Resolved,Cassandra,1
9/6/2018,Ariel Weisberg,Resolved,Cassandra,1
9/6/2018,Benedict,Patch Available,Cassandra,1
9/6/2018,Blake Eggleston,Patch Available,Cassandra,1
9/6/2018,Jonathan Pellby,Open,Cassandra,1
9/7/2018,Alex Petrov,Resolved,Cassandra,1
9/7/2018,Benedict,Patch Available,Cassandra,1
9/7/2018,Jeff Jirsa,Patch Available,Cassandra,1
9/7/2018,Jeff Jirsa,Reopened,Cassandra,1
9/7/2018,Jeremy Hanna,Open,Cassandra,1
9/7/2018,Rohit Singh,Resolved,Cassandra,1
9/7/2018,Rui Pan,Reopened,Cassandra,1
9/7/2018,Stefan Podkowinski,Patch Available,Cassandra,1
9/7/2018,Stefan Podkowinski,Reopened,Cassandra,1
9/8/2018,Chris Bannister,Open,Cassandra,1
9/8/2018,Jon Haddad,Open,Cassandra,1
9/8/2018,Jon Haddad,Patch Available,Cassandra,1
9/8/2018,Moh.riza,Resolved,Cassandra,1
9/9/2018,Moh.riza,Patch Available,Cassandra,1
9/9/2018,Stefan Podkowinski,Open,Cassandra,1
9/10/2018,Jason Brown,Resolved,Cassandra,1
9/10/2018,Jordan West,Resolved,Cassandra,1
9/10/2018,Patrick Bannister,Open,Cassandra,1
9/11/2018,Marcus Eriksson,Resolved,Cassandra,1
9/11/2018,Sam Tunnicliffe,Patch Available,Cassandra,1
9/11/2018,Stefan Podkowinski,Open,Cassandra,1
9/11/2018,ZhaoYang,Resolved,Cassandra,1
9/12/2018,Alex Petrov,Resolved,Cassandra,1
9/12/2018,Ariel Weisberg,Resolved,Cassandra,1
9/12/2018,Damien Stevenson,Open,Cassandra,1
9/12/2018,HX,Open,Cassandra,1
9/12/2018,Jason Brown,Open,Cassandra,1
9/12/2018,Jeff Jirsa,Open,Cassandra,1
9/12/2018,Jonathan Ellis,Patch Available,Cassandra,1
9/12/2018,Kurt Greaves,Open,Cassandra,1
9/12/2018,Kurt Greaves,Patch Available,Cassandra,1
9/12/2018,Nate McCall,Resolved,Cassandra,1
9/12/2018,Robert Stupp,Open,Cassandra,1
9/12/2018,Robert Stupp,Patch Available,Cassandra,1
9/12/2018,Sam Tunnicliffe,Open,Cassandra,1
9/13/2018,Aleksey Yeschenko,Patch Available,Cassandra,1
9/13/2018,Aleksey Yeschenko,Ready to Commit,Cassandra,1
9/13/2018,Alex Petrov,Patch Available,Cassandra,1
9/13/2018,Alex Petrov,Ready to Commit,Cassandra,1
9/13/2018,Alex Petrov,Resolved,Cassandra,1
9/13/2018,Benedict,Patch Available,Cassandra,1
9/13/2018,Benedict,Reopened,Cassandra,1
9/13/2018,Erik Swanson,Open,Cassandra,1
9/13/2018,Robert Stupp,Reopened,Cassandra,1
9/13/2018,Robert Stupp,Resolved,Cassandra,1
9/14/2018,Benjamin Lerer,Open,Cassandra,1
9/14/2018,Blake Eggleston,Open,Cassandra,1
9/15/2018,Jason Brown,Open,Cassandra,1
9/17/2018,Alex Petrov,Resolved,Cassandra,1
9/17/2018,Ariel Weisberg,Patch Available,Cassandra,1
9/17/2018,Benedict,Open,Cassandra,1
9/17/2018,Sam Tunnicliffe,Patch Available,Cassandra,1
9/17/2018,Sam Tunnicliffe,Resolved,Cassandra,1
9/18/2018,Alex Petrov,Patch Available,Cassandra,1
9/18/2018,Blake Eggleston,Ready to Commit,Cassandra,1
9/18/2018,Blake Eggleston,Resolved,Cassandra,1
9/18/2018,C. Scott Andreas,Open,Cassandra,1
9/18/2018,Dinesh Joshi,Open,Cassandra,1
9/18/2018,Jason Brown,Patch Available,Cassandra,1
9/18/2018,Marcus Eriksson,Resolved,Cassandra,1
9/18/2018,Robert Stupp,In Progress,Cassandra,1
9/18/2018,Robert Stupp,Open,Cassandra,1
9/18/2018,Robert Stupp,Patch Available,Cassandra,1
9/19/2018,Aleksey Yeschenko,Resolved,Cassandra,1
9/19/2018,Sam Tunnicliffe,Patch Available,Cassandra,1
9/20/2018,Benedict,Resolved,Cassandra,1
9/20/2018,Jason Brown,Open,Cassandra,1
9/20/2018,Jeff Jirsa,Open,Cassandra,1
9/20/2018,parthiban,Open,Cassandra,1
9/21/2018,Blake Eggleston,Resolved,Cassandra,1
9/21/2018,Chris Lohfink,Open,Cassandra,1
9/21/2018,Jeff Jirsa,Open,Cassandra,1
9/21/2018,Kurt Greaves,Patch Available,Cassandra,1
9/21/2018,Nayana Thorat,Open,Cassandra,1
9/21/2018,Per Otterström,Open,Cassandra,1
9/22/2018,Dinesh Joshi,Open,Cassandra,1
9/22/2018,Shivam Sharma,Resolved,Cassandra,1
9/23/2018,Jeff Jirsa,Open,Cassandra,1
9/23/2018,Riccardo Paoli,Open,Cassandra,1
9/24/2018,Jon Meredith,Open,Cassandra,1
9/24/2018,Jon Meredith,Patch Available,Cassandra,1
9/24/2018,Jordan West,Open,Cassandra,1
9/25/2018,Alex Petrov,Patch Available,Cassandra,1
9/25/2018,Blake Eggleston,Resolved,Cassandra,1
9/25/2018,Jan Karlsson,Open,Cassandra,1
9/25/2018,Kurt Greaves,Open,Cassandra,1
9/25/2018,Marcus Eriksson,Open,Cassandra,1
9/26/2018,Eric Evans,Open,Cassandra,1
9/26/2018,Kurt Greaves,Open,Cassandra,1
9/26/2018,Marcus Eriksson,Open,Cassandra,1
9/27/2018,Aleksey Yeschenko,Patch Available,Cassandra,1
9/27/2018,Alex Petrov,Patch Available,Cassandra,1
9/27/2018,Chris Lohfink,Patch Available,Cassandra,1
9/27/2018,Marcus Eriksson,Ready to Commit,Cassandra,1
9/27/2018,Marcus Eriksson,Resolved,Cassandra,1
9/28/2018,Chris Lohfink,Open,Cassandra,1
9/28/2018,Jeff Jirsa,Open,Cassandra,1
9/28/2018,Joseph Lynch,Open,Cassandra,1
8/26/2009,Nikita Timofeev,Closed,Cayenne,1
2/21/2017,Nikita Timofeev,Open,Cayenne,1
2/23/2017,Arseni Bulatski,Open,Cayenne,1
5/23/2017,Nikita Timofeev,Closed,Cayenne,1
7/25/2017,Nikita Timofeev,Open,Cayenne,1
12/13/2017,Nikita Timofeev,Closed,Cayenne,1
1/26/2018,Nikita Timofeev,Open,Cayenne,1
2/2/2018,Nikita Timofeev,Open,Cayenne,1
4/2/2018,Nikita Timofeev,Open,Cayenne,1
4/5/2018,Nikita Timofeev,Closed,Cayenne,1
4/12/2018,Nikita Timofeev,Closed,Cayenne,1
4/13/2018,Nikita Timofeev,Closed,Cayenne,1
5/7/2018,Nikita Timofeev,Closed,Cayenne,1
5/23/2018,Nikita Timofeev,Closed,Cayenne,1
7/5/2018,Nikita Timofeev,Closed,Cayenne,1
7/9/2018,Nikita Timofeev,Closed,Cayenne,1
7/19/2018,Nikita Timofeev,Closed,Cayenne,1
7/27/2018,Nikita Timofeev,Closed,Cayenne,1
8/2/2018,Andrus Adamchik,Open,Cayenne,1
8/2/2018,Nikita Timofeev,Closed,Cayenne,1
8/2/2018,Vital Zanko,Open,Cayenne,1
8/15/2018,Arseni Bulatski,Closed,Cayenne,1
8/22/2018,Nikita Timofeev,Open,Cayenne,1
8/28/2018,Nikita Timofeev,Closed,Cayenne,1
9/3/2018,Nikita Timofeev,Closed,Cayenne,1
9/17/2018,Konstantin,Open,Cayenne,1
9/17/2018,Nikita Timofeev,Closed,Cayenne,1
9/19/2018,Bob Schellink,Open,Cayenne,1
1/31/2018,Pepijn Noltes,Closed,Celix,1
4/9/2018,Pepijn Noltes,Open,Celix,1
7/3/2018,Pepijn Noltes,Closed,Celix,1
7/3/2018,Pepijn Noltes,Resolved,Celix,1
7/10/2018,Pepijn Noltes,Open,Celix,1
9/4/2018,Pepijn Noltes,Closed,Celix,1
9/4/2018,Pepijn Noltes,Open,Celix,1
9/20/2018,Pepijn Noltes,Open,Celix,1
9/20/2018,Florian Müller,Resolved,Chemistry,1
6/29/2011,Tommaso Teofili,Resolved,Clerezza,1
5/17/2012,Tommaso Teofili,Resolved,Clerezza,1
3/11/2014,Mike Tutkowski,Reopened,CloudStack,1
4/25/2014,Mike Tutkowski,Open,CloudStack,1
11/26/2014,Rohit Yadav,Closed,CloudStack,1
2/4/2015,Marcelo Araujo,Open,CloudStack,1
1/10/2018,Rafael Weingärtner,Resolved,CloudStack,1
3/16/2018,Rafael Weingärtner,Resolved,CloudStack,1
3/21/2018,Mike Tutkowski,Open,CloudStack,1
7/31/2018,Marco Arildo Leandro,Open,CloudStack,1
8/8/2018,Ksenia Vazhdaeva,Open,CloudStack,1
8/10/2018,Mike Tutkowski,Open,CloudStack,1
8/16/2018,Thomas Heil,Open,CloudStack,1
9/18/2018,Kris Sterckx,Closed,CloudStack,1
8/9/2018,pacawat k,Open,Cocoon 3,1
5/17/2018,Rob Tompkins,Closed,Commons All,1
5/17/2018,Rob Tompkins,Open,Commons All,1
5/17/2018,Rob Tompkins,Resolved,Commons All,1
7/27/2018,Dylan Piergies,Open,Commons All,1
7/27/2018,Michael Osipov,Open,Commons All,1
7/27/2018,Sebb,Open,Commons All,1
7/27/2018,Sebb,Resolved,Commons All,1
7/29/2018,Gary Gregory,Open,Commons All,1
8/16/2018,Gary Gregory,Closed,Commons All,1
8/29/2018,Matt Benson,Resolved,Commons All,1
9/6/2018,Benedikt Ritter,Resolved,Commons All,1
7/17/2018,Ed Pavlak,Resolved,Commons BCEL,1
7/17/2018,Gary Gregory,Closed,Commons BCEL,1
7/27/2018,Gary Gregory,Open,Commons BCEL,1
8/19/2018,Gary Gregory,Open,Commons BCEL,1
8/19/2018,Sagar Tewari,Open,Commons BCEL,1
8/21/2018,Gary Gregory,Open,Commons BCEL,1
7/26/2017,Mark Symons,Closed,Commons BeanUtils,1
7/11/2018,Aaron,Open,Commons BeanUtils,1
7/29/2018,Albert Baker,Open,Commons BeanUtils,1
7/29/2018,Sebb,Open,Commons BeanUtils,1
7/29/2018,Sebb,Resolved,Commons BeanUtils,1
7/1/2018,Adam Cardenas,Open,Commons CLI,1
7/1/2018,Desislav Petrov,Open,Commons CLI,1
7/1/2018,NIRAJ RATHI,Open,Commons CLI,1
10/7/2007,Mauro Baluda,Open,Commons Codec,1
8/6/2018,Gary Gregory,Open,Commons Codec,1
8/15/2018,Andrey,Open,Commons Codec,1
8/15/2018,Gary Gregory,Open,Commons Codec,1
1/1/2015,Gary Gregory,Open,Commons Collections,1
1/28/2015,Gary Gregory,Open,Commons Collections,1
7/15/2018,Gary Gregory,Closed,Commons Collections,1
7/17/2018,Gary Gregory,Open,Commons Collections,1
7/17/2018,Gary Gregory,Resolved,Commons Collections,1
7/17/2018,Richard Walker,Closed,Commons Collections,1
7/17/2018,Richard Walker,Open,Commons Collections,1
7/17/2018,Richard Walker,Resolved,Commons Collections,1
7/19/2018,Sebb,Open,Commons Collections,1
7/19/2018,Sebb,Resolved,Commons Collections,1
7/23/2018,Bruno P. Kinoshita,Resolved,Commons Collections,1
7/23/2018,Eitan Adler,Open,Commons Collections,1
7/27/2018,Gary Gregory,Closed,Commons Collections,1
7/29/2018,Gilles,Open,Commons Collections,1
9/19/2018,Gary Gregory,Open,Commons Collections,1
6/12/2018,Hai Zhang,Open,Commons Compress,1
6/12/2018,Stefan Bodewig,Resolved,Commons Compress,1
6/27/2018,Stefan Bodewig,Resolved,Commons Compress,1
6/27/2018,zhangxinyue,Resolved,Commons Compress,1
7/5/2018,Gary Gregory,Open,Commons Compress,1
7/9/2018,Jens Reimann,Open,Commons Compress,1
7/9/2018,Jens Reimann,Resolved,Commons Compress,1
7/11/2018,Gary Gregory,Open,Commons Compress,1
7/11/2018,Stefan Bodewig,Open,Commons Compress,1
7/11/2018,Stefan Bodewig,Resolved,Commons Compress,1
8/6/2018,Stefan Bodewig,Open,Commons Compress,1
9/19/2018,Rostislav Krasny,Open,Commons Compress,1
9/20/2018,Luis Filipe Nassif,Resolved,Commons Compress,1
9/26/2018,Jakob Sultan Ericsson,Open,Commons Compress,1
9/26/2018,Stefan Bodewig,Open,Commons Compress,1
4/2/2006,Moh.riza,Resolved,Commons Configuration,1
6/28/2006,Moh.riza,Resolved,Commons Configuration,1
2/9/2017,Oliver Heger,Closed,Commons Configuration,1
11/6/2017,Oliver Heger,Closed,Commons Configuration,1
12/27/2017,Oliver Heger,Closed,Commons Configuration,1
3/8/2018,Oliver Heger,Closed,Commons Configuration,1
3/9/2018,Oliver Heger,Closed,Commons Configuration,1
3/22/2018,Oliver Heger,Closed,Commons Configuration,1
3/23/2018,Oliver Heger,Closed,Commons Configuration,1
5/8/2018,Oliver Heger,Closed,Commons Configuration,1
5/24/2018,Oliver Heger,Closed,Commons Configuration,1
7/17/2018,Jayanth G H,Closed,Commons Configuration,1
7/17/2018,Jayanth G H,Open,Commons Configuration,1
7/17/2018,Jayanth G H,Resolved,Commons Configuration,1
7/17/2018,Sebb,Open,Commons Configuration,1
7/18/2018,Sebb,Open,Commons Configuration,1
7/18/2018,Sebb,Resolved,Commons Configuration,1
7/18/2018,Telusula VV Durgaprasad,Open,Commons Configuration,1
8/13/2018,Oliver Heger,Resolved,Commons Configuration,1
8/22/2018,Oliver Heger,Resolved,Commons Configuration,1
9/3/2018,Oliver Heger,Open,Commons Configuration,1
9/3/2018,Oliver Heger,Resolved,Commons Configuration,1
9/18/2018,Jarek Sacha,Closed,Commons Configuration,1
9/18/2018,Oliver Heger,Open,Commons Configuration,1
9/20/2018,Patrick Schmidt,Open,Commons Configuration,1
9/25/2018,Moh.riza,Resolved,Commons Configuration,1
9/26/2018,Gary Gregory,Open,Commons Configuration,1
9/28/2018,Gary Gregory,Closed,Commons Configuration,1
3/18/2014,Gary Gregory,Open,Commons CSV,1
3/18/2014,lbruun,Open,Commons CSV,1
2/15/2016,Benedikt Ritter,Closed,Commons CSV,1
9/22/2016,Serge P. Nekoval,Reopened,Commons CSV,1
4/12/2018,Benedikt Ritter,Closed,Commons CSV,1
7/3/2018,Gary Gregory,Open,Commons CSV,1
8/12/2018,Gary Gregory,Open,Commons CSV,1
8/12/2018,Michael Osipov,Open,Commons CSV,1
8/24/2018,Benedikt Ritter,Closed,Commons CSV,1
8/24/2018,Benedikt Ritter,Resolved,Commons CSV,1
9/3/2018,Gary Gregory,Open,Commons Daemon,1
9/3/2018,Robert Krzeminski,Open,Commons Daemon,1
9/10/2018,Gary Gregory,Open,Commons Daemon,1
9/19/2018,Sebb,Closed,Commons Daemon,1
9/19/2018,Sebb,Reopened,Commons Daemon,1
5/18/2016,Bernd Eckenfels,Reopened,Commons DBCP,1
5/18/2016,Mark Thomas,Reopened,Commons DBCP,1
5/18/2016,Mark Thomas,Resolved,Commons DBCP,1
5/18/2016,Sailaja,Reopened,Commons DBCP,1
11/20/2016,Gary Gregory,Open,Commons DBCP,1
5/23/2018,Gary Gregory,Closed,Commons DBCP,1
5/23/2018,Gary Gregory,Open,Commons DBCP,1
6/16/2018,Gary Gregory,Resolved,Commons DBCP,1
6/27/2018,Gary Gregory,Open,Commons DBCP,1
7/8/2018,Gary Gregory,Closed,Commons DBCP,1
7/8/2018,Gary Gregory,Open,Commons DBCP,1
7/19/2018,Phil Steitz,Open,Commons DBCP,1
7/20/2018,Tom Jenkinson,Resolved,Commons DBCP,1
7/24/2018,Tom Jenkinson,Closed,Commons DBCP,1
7/24/2018,Tom Jenkinson,Open,Commons DBCP,1
7/24/2018,Tom Jenkinson,Resolved,Commons DBCP,1
8/15/2018,Gary Gregory,Closed,Commons DBCP,1
8/16/2018,Phil Steitz,Closed,Commons DBCP,1
8/16/2018,Phil Steitz,Resolved,Commons DBCP,1
8/30/2018,Gary Gregory,Closed,Commons DBCP,1
8/30/2018,Gary Gregory,Resolved,Commons DBCP,1
8/30/2018,Zheng Feng,Closed,Commons DBCP,1
9/19/2018,Michael Osipov,Closed,Commons DBCP,1
9/19/2018,Michael Osipov,Open,Commons DBCP,1
9/19/2018,guominzhi,Open,Commons DBCP,1
10/10/2017,Vladimir Zhilin,Resolved,Commons DbUtils,1
7/24/2018,Tomoya,Open,Commons DbUtils,1
7/4/2018,Christian Bickel,Open,Commons Email,1
7/4/2018,Christian Bickel,Resolved,Commons Email,1
7/4/2018,Sebb,Open,Commons Email,1
7/16/2018,sid ,Open,Commons Email,1
7/4/2018,Stefan Reich,Open,Commons Exec,1
9/18/2018,Nataniel Borges Jr.,Open,Commons Exec,1
2/6/2013,Bruno P. Kinoshita,In Progress,Commons Imaging,1
2/6/2013,Bruno P. Kinoshita,Resolved,Commons Imaging,1
12/29/2013,Bruno P. Kinoshita,Resolved,Commons Imaging,1
6/11/2014,Bruno P. Kinoshita,Closed,Commons Imaging,1
6/11/2014,Bruno P. Kinoshita,Resolved,Commons Imaging,1
11/16/2014,Bruno P. Kinoshita,Resolved,Commons Imaging,1
1/10/2015,Bruno P. Kinoshita,Open,Commons Imaging,1
1/11/2015,Bruno P. Kinoshita,In Progress,Commons Imaging,1
5/15/2016,Bruno P. Kinoshita,Open,Commons Imaging,1
7/8/2016,Bruno P. Kinoshita,Closed,Commons Imaging,1
7/8/2016,Bruno P. Kinoshita,Open,Commons Imaging,1
7/8/2016,Bruno P. Kinoshita,Resolved,Commons Imaging,1
11/3/2017,Bruno P. Kinoshita,Open,Commons Imaging,1
2/7/2018,Bruno P. Kinoshita,Resolved,Commons Imaging,1
6/5/2018,Ritesh Srivastava,Open,Commons Imaging,1
1/13/2010,Jonathan,Closed,Commons IO,1
3/24/2013,Jonathan,Open,Commons IO,1
6/28/2018,Sebb,Open,Commons IO,1
7/27/2018,Bruno Palos,Resolved,Commons IO,1
7/27/2018,Sebb,Open,Commons IO,1
7/29/2018,Albert Baker,Open,Commons IO,1
7/29/2018,Sebb,Open,Commons IO,1
7/29/2018,Sebb,Resolved,Commons IO,1
9/28/2018,Jeff Gullett,Open,Commons IO,1
9/28/2018,Michael Osipov,Open,Commons IO,1
6/28/2018,Amol D,Closed,Commons JCS,1
6/28/2018,Amol D,Resolved,Commons JCS,1
7/29/2018,Benedikt Köppel,Open,Commons JCS,1
12/23/2008,Henri Biestro,Open,Commons JEXL,1
12/23/2008,Henri Biestro,Resolved,Commons JEXL,1
8/20/2015,Dmitri Blinov,Open,Commons JEXL,1
8/20/2015,Henri Biestro,Open,Commons JEXL,1
8/20/2015,Henri Biestro,Resolved,Commons JEXL,1
1/24/2018,Henri Biestro,Resolved,Commons JEXL,1
4/11/2018,Henri Biestro,Open,Commons JEXL,1
5/20/2018,Henri Biestro,Open,Commons JEXL,1
5/20/2018,Henri Biestro,Resolved,Commons JEXL,1
5/23/2018,Henri Biestro,Open,Commons JEXL,1
5/23/2018,Henri Biestro,Resolved,Commons JEXL,1
6/27/2018,Henri Biestro,Resolved,Commons JEXL,1
8/4/2018,Henri Biestro,Resolved,Commons JEXL,1
8/16/2018,Dmitri Blinov,Closed,Commons JEXL,1
8/16/2018,Dmitri Blinov,Open,Commons JEXL,1
8/16/2018,Dmitri Blinov,Resolved,Commons JEXL,1
8/16/2018,Henri Biestro,Open,Commons JEXL,1
8/16/2018,Henri Biestro,Resolved,Commons JEXL,1
8/21/2018,Henri Biestro,Open,Commons JEXL,1
8/28/2018,Henri Biestro,Resolved,Commons JEXL,1
9/12/2018,Henri Biestro,Resolved,Commons JEXL,1
6/17/2016,Markus Schlegel,Open,Commons JXPath,1
8/9/2018,Beirtí Ó'Nunáin,Open,Commons JXPath,1
12/13/2011,Sandra Parsick,Closed,Commons Lang,1
12/15/2011,Gary Gregory,Open,Commons Lang,1
12/15/2011,Sebb,Open,Commons Lang,1
11/5/2014,Rob Tompkins,Closed,Commons Lang,1
11/5/2014,Rob Tompkins,Resolved,Commons Lang,1
5/24/2016,Rob Tompkins,Closed,Commons Lang,1
5/24/2016,Rob Tompkins,Resolved,Commons Lang,1
6/7/2017,Gilles,Open,Commons Lang,1
6/7/2017,Oliver Heger,Open,Commons Lang,1
6/7/2017,Rob Tompkins,Open,Commons Lang,1
9/14/2017,Rob Tompkins,Closed,Commons Lang,1
9/14/2017,Rob Tompkins,Resolved,Commons Lang,1
10/7/2017,Rob Tompkins,Closed,Commons Lang,1
10/7/2017,Rob Tompkins,Resolved,Commons Lang,1
10/28/2017,Rob Tompkins,Closed,Commons Lang,1
10/28/2017,Rob Tompkins,Resolved,Commons Lang,1
11/25/2017,Rob Tompkins,Closed,Commons Lang,1
11/25/2017,Rob Tompkins,Resolved,Commons Lang,1
12/20/2017,Rob Tompkins,Closed,Commons Lang,1
12/20/2017,Rob Tompkins,Resolved,Commons Lang,1
12/30/2017,Rob Tompkins,Closed,Commons Lang,1
12/30/2017,Rob Tompkins,Resolved,Commons Lang,1
1/3/2018,Otto Fowler,Closed,Commons Lang,1
1/4/2018,Rob Tompkins,Closed,Commons Lang,1
1/4/2018,Rob Tompkins,Resolved,Commons Lang,1
1/19/2018,Rob Tompkins,Closed,Commons Lang,1
1/19/2018,Rob Tompkins,Resolved,Commons Lang,1
2/22/2018,Charles Honton,Resolved,Commons Lang,1
2/22/2018,Markus Jelsma,Resolved,Commons Lang,1
2/22/2018,Rob Tompkins,Closed,Commons Lang,1
2/22/2018,Rob Tompkins,Resolved,Commons Lang,1
3/2/2018,Karl Richter,Open,Commons Lang,1
3/2/2018,Karl Richter,Resolved,Commons Lang,1
3/8/2018,Rob Tompkins,Closed,Commons Lang,1
3/8/2018,Rob Tompkins,Resolved,Commons Lang,1
4/19/2018,Rob Tompkins,Closed,Commons Lang,1
4/19/2018,Rob Tompkins,Resolved,Commons Lang,1
5/9/2018,Rob Tompkins,Closed,Commons Lang,1
5/10/2018,Rob Tompkins,Closed,Commons Lang,1
5/16/2018,Rob Tompkins,Closed,Commons Lang,1
5/16/2018,Rob Tompkins,Resolved,Commons Lang,1
7/6/2018,Pascal Schumacher,Open,Commons Lang,1
7/6/2018,Pascal Schumacher,Resolved,Commons Lang,1
7/6/2018,Rob Tompkins,Closed,Commons Lang,1
7/6/2018,Rob Tompkins,Resolved,Commons Lang,1
7/7/2018,Rob Tompkins,Closed,Commons Lang,1
7/9/2018,Christian Kleinewaechter,Open,Commons Lang,1
7/9/2018,Sebb,Open,Commons Lang,1
7/12/2018,Sebb,Resolved,Commons Lang,1
7/27/2018,Gary Gregory,Open,Commons Lang,1
7/27/2018,Gary Gregory,Resolved,Commons Lang,1
7/27/2018,Rob Tompkins,Closed,Commons Lang,1
7/27/2018,Rob Tompkins,Resolved,Commons Lang,1
8/6/2018,Michael Osipov,Open,Commons Lang,1
8/8/2018,Rob Tompkins,Closed,Commons Lang,1
8/9/2018,Mozhan Soltani,Open,Commons Lang,1
8/14/2018,Evaristo,Open,Commons Lang,1
8/15/2018,Benedikt Ritter,Open,Commons Lang,1
8/15/2018,Benedikt Ritter,Resolved,Commons Lang,1
8/28/2018,Benedikt Ritter,Resolved,Commons Lang,1
9/6/2018,Benedikt Ritter,Open,Commons Lang,1
9/6/2018,Philipp Ottlinger,Closed,Commons Lang,1
9/6/2018,Rob Tompkins,Closed,Commons Lang,1
9/13/2018,Gordon Fraser,Open,Commons Lang,1
5/20/2016,wang qiang,Open,Commons Math,1
5/1/2018,Gilles,Open,Commons Math,1
6/11/2018,Gilles,Open,Commons Math,1
6/12/2018,Gilles,Open,Commons Math,1
8/10/2018,Gilles,Open,Commons Math,1
8/10/2018,yu zhang,Open,Commons Math,1
8/27/2018,Gilles,Open,Commons Math,1
9/13/2018,Gilles,Open,Commons Math,1
12/25/2017,Gilles,Open,Commons Numbers,1
2/2/2018,Gilles,Resolved,Commons Numbers,1
3/1/2018,Gilles,Open,Commons Numbers,1
7/18/2014,Gary Gregory,Open,Commons Pool,1
8/21/2014,Gary Gregory,Open,Commons Pool,1
12/27/2014,Gary Gregory,Open,Commons Pool,1
9/15/2015,Shunsuke Nakamura,Closed,Commons Pool,1
3/21/2017,Gary Gregory,Open,Commons Pool,1
4/18/2018,Gary Gregory,Open,Commons Pool,1
4/18/2018,Jon Cooper,Open,Commons Pool,1
4/18/2018,Shunsuke Nakamura,Open,Commons Pool,1
7/6/2018,Gary Gregory,Closed,Commons Pool,1
7/20/2018,Gary Gregory,Open,Commons Pool,1
7/20/2018,Gary Gregory,Resolved,Commons Pool,1
8/8/2018,Gary Gregory,Open,Commons Pool,1
8/8/2018,Sebb,Open,Commons Pool,1
8/8/2018,Thomas Neerup,Open,Commons Pool,1
7/29/2018,Albert Baker,Open,Commons Proxy,1
7/29/2018,Sebb,Open,Commons Proxy,1
7/29/2018,Sebb,Resolved,Commons Proxy,1
12/2/2016,Gilles,Open,Commons RNG,1
12/2/2016,Rob Tompkins,Closed,Commons RNG,1
1/1/2017,Gilles,Resolved,Commons RNG,1
1/23/2017,Gilles,Resolved,Commons RNG,1
1/23/2017,Rob Tompkins,Closed,Commons RNG,1
1/23/2017,Rob Tompkins,Resolved,Commons RNG,1
1/26/2017,Gilles,Resolved,Commons RNG,1
1/26/2017,Rob Tompkins,Closed,Commons RNG,1
1/26/2017,Rob Tompkins,Resolved,Commons RNG,1
4/7/2017,Gilles,Resolved,Commons RNG,1
8/15/2017,Gilles,Resolved,Commons RNG,1
8/15/2017,Rob Tompkins,Closed,Commons RNG,1
8/15/2017,Rob Tompkins,Resolved,Commons RNG,1
9/20/2017,Rob Tompkins,Closed,Commons RNG,1
9/20/2017,Rob Tompkins,Resolved,Commons RNG,1
1/6/2018,Rob Tompkins,Closed,Commons RNG,1
1/6/2018,Rob Tompkins,Resolved,Commons RNG,1
1/10/2018,Gilles,Resolved,Commons RNG,1
